RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4884,15593280,614,Germany,Male,43,8,140734,1,1,1,166589,0
4885,15569274,678,Germany,Male,49,2,116933,1,1,0,195054,1
4886,15654408,562,Spain,Male,41,5,165445,2,1,0,85787,0
4887,15657468,711,Germany,Female,53,5,123805,1,1,0,102429,0
4888,15614213,620,France,Male,37,0,107549,1,1,0,71176,0
4889,15589869,437,France,Male,49,9,111634,2,0,1,166440,0
4890,15693205,691,Germany,Female,41,8,109154,3,1,1,148849,1
4891,15797113,552,Spain,Female,34,4,0,2,1,0,140287,0
4892,15676958,765,Germany,Male,34,5,86055,2,1,1,104221,0
4893,15739592,707,Germany,Female,51,10,98438,1,0,0,70779,1
4894,15656263,764,Spain,Male,29,5,0,2,1,0,65868,0
4895,15636872,585,France,Female,32,8,144706,2,0,0,171483,0
4896,15589435,784,France,Male,31,7,0,2,1,1,143204,0
4897,15640464,605,France,Male,41,5,91613,1,1,1,28428,0
4898,15723851,699,Spain,Male,40,2,0,1,1,0,78387,0
4899,15722122,544,France,Female,40,7,0,1,0,1,161077,0
4900,15696852,803,France,Female,32,9,192123,1,1,1,54277,1
4901,15634936,735,France,Male,41,7,179904,1,1,1,137181,0
4902,15575935,673,France,Male,59,0,178058,2,0,1,21064,1
4903,15634491,652,France,Male,30,2,176167,2,1,1,152211,0
4904,15628530,694,France,Male,42,3,156864,2,0,0,88891,0
4905,15678720,741,France,Female,44,7,0,2,1,1,190535,0
4906,15627999,590,Spain,Male,30,3,0,2,1,0,83090,0
4907,15571244,809,Spain,Female,33,3,0,2,0,1,141427,0
4908,15739931,523,France,Male,34,2,161589,1,1,1,51359,0
4909,15806256,540,France,Male,48,2,109349,1,1,0,88703,1
4910,15787258,596,Spain,Female,29,6,0,2,1,0,116697,0
4911,15706463,597,France,Female,36,9,0,2,1,1,7156,0
4912,15691004,407,Spain,Male,37,1,0,1,1,1,49161,1
4913,15792228,748,France,Male,60,0,152336,1,1,0,126743,1
4914,15733447,562,France,Female,51,1,124663,1,1,1,65390,1
4915,15679062,734,Germany,Female,47,10,91522,2,1,1,138836,0
4916,15594409,710,France,Male,45,1,0,2,1,1,36155,0
4917,15613816,539,Spain,Female,39,6,62052,1,0,1,59755,0
4918,15681991,542,France,Male,32,7,107872,1,1,0,125303,0
4919,15796074,717,France,Female,36,2,99473,2,1,0,94275,1
4920,15625941,682,Spain,Female,50,10,128039,1,1,1,102260,0
4921,15615016,515,France,Male,33,2,0,2,1,1,136029,0
4922,15748414,526,Spain,Female,33,8,114635,2,1,0,110114,1
4923,15751203,702,France,Male,26,5,56738,2,1,1,100442,1
4924,15662658,651,Germany,Male,34,2,90355,2,0,0,193598,0
4925,15574868,792,Germany,Male,36,5,115725,2,0,0,1871,0
4926,15790282,817,Germany,Male,58,3,114328,2,1,1,42831,0
4927,15762927,674,Germany,Female,36,6,100763,1,1,0,182157,0
4928,15803456,641,France,Female,40,9,0,1,0,0,151649,1
4929,15771857,513,Spain,Male,39,7,89040,2,1,1,146739,0
4930,15700601,561,France,Male,34,1,78830,1,1,1,12148,0
4931,15569670,627,Germany,Male,30,6,112373,1,1,1,118029,0
4932,15772341,682,Germany,Male,81,6,122029,1,1,1,50784,0
4933,15661548,683,France,Female,29,0,157829,1,0,0,129892,0
4934,15787597,420,Germany,Female,31,1,108378,2,1,1,9905,0
4935,15806913,670,France,Female,54,2,95507,1,1,1,63213,0
4936,15804862,505,Germany,Male,43,6,127147,1,0,0,137566,0
4937,15792986,580,Germany,Male,24,1,133812,1,1,0,17186,1
4938,15625632,577,France,Male,36,3,121092,2,0,1,143783,0
4939,15727703,773,Germany,Male,34,10,126980,1,0,0,36823,0
4940,15606273,616,France,Male,37,5,144236,2,0,0,154958,1
4941,15799652,763,France,Female,38,0,152582,2,0,0,31893,0
4942,15715047,640,Spain,Male,43,9,172478,1,1,0,191084,1
4943,15784687,592,France,Male,36,1,126477,1,0,0,179718,0
4944,15615322,528,Spain,Male,43,7,97474,2,1,1,159823,0
4945,15722072,630,France,Male,53,5,138054,1,0,1,114111,0
4946,15646784,529,France,Female,31,2,164003,2,1,1,60993,0
4947,15644692,546,France,Female,47,8,0,1,1,1,66408,1
4948,15670354,753,France,Female,62,6,0,2,1,1,136399,0
4949,15716357,772,Spain,Female,39,4,122486,2,1,1,140709,0
4950,15786717,567,France,Male,36,1,0,2,0,0,8556,0
4951,15771383,628,Germany,Female,45,6,53667,1,1,0,115023,0
4952,15649793,658,France,Male,20,7,0,2,0,0,187638,0
4953,15731543,679,Spain,Male,58,9,109328,1,1,1,3829,0
4954,15684516,629,Spain,Male,34,1,121151,1,0,0,119358,0
4955,15677249,731,Spain,Male,42,9,101044,1,1,1,192176,0
4956,15581525,775,Germany,Male,33,3,83502,2,1,0,128841,0
4957,15628420,660,Spain,Male,33,2,80462,1,0,0,150422,0
4958,15600478,752,France,Male,39,3,0,1,1,0,188187,0
4959,15594502,655,France,Male,37,6,109093,2,1,0,1776,0
4960,15784361,543,Spain,Female,46,5,140356,1,1,1,85087,0
4961,15767626,811,France,Male,42,10,0,2,1,1,3798,0
4962,15632521,689,Germany,Male,45,0,130171,2,1,0,150856,0
4963,15665088,531,France,Female,42,2,0,2,0,1,90537,0
4964,15652084,515,France,Male,40,0,109542,1,1,1,166371,0
4965,15574761,466,France,Female,41,3,33564,2,1,0,178994,1
4966,15729515,782,France,Male,36,1,148795,2,1,1,195681,0
4967,15682070,611,France,Male,64,9,0,2,1,1,53277,0
4968,15743817,621,Germany,Male,40,8,174127,3,1,0,172491,1
4969,15572158,604,Spain,Male,41,3,0,1,0,0,11820,0
4970,15584477,655,Spain,Female,35,1,106405,1,1,1,82900,0
4971,15614893,689,Spain,Male,38,2,0,1,1,1,82710,0
4972,15665963,681,Spain,Male,30,2,128393,1,1,1,180593,0
4973,15612524,643,Germany,Male,41,2,127842,1,1,0,172363,0
4974,15596962,617,France,Female,24,4,137295,2,1,1,91195,0
4975,15744942,638,Spain,Female,55,2,155828,1,0,1,108987,1
4976,15573278,743,France,Male,39,6,0,2,1,0,44265,0
4977,15717056,828,Germany,Female,25,7,144352,1,1,0,116613,0
4978,15795881,776,Spain,Male,35,8,106365,1,1,1,148528,0
4979,15758939,540,Germany,Male,35,7,127802,1,0,1,84239,0
4980,15792250,616,Germany,Female,45,4,122794,1,1,1,62002,0
4981,15740406,628,Germany,Male,38,10,113526,1,1,0,46044,1
4982,15768137,667,Spain,Female,23,6,136101,2,0,0,169669,1
4983,15569120,615,France,Male,30,7,0,2,1,1,156347,0
4984,15723721,543,France,Male,30,4,140917,1,1,0,157711,0
4985,15777122,553,France,Female,31,4,0,2,1,1,89087,0
4986,15742681,554,Germany,Male,26,4,121365,1,1,1,8742,0
4987,15582090,684,Spain,Female,36,4,0,1,1,0,117039,0
4988,15711254,452,France,Female,35,7,0,2,1,0,164242,0
4989,15775067,606,France,Male,47,3,93579,2,0,1,137721,1
4990,15602851,629,France,Male,40,9,0,1,1,0,107,0
4991,15802857,659,Spain,Female,33,8,115410,1,0,1,1539,0
4992,15701175,493,France,Female,33,8,90792,1,1,1,59660,0
4993,15783019,794,France,Female,62,9,123681,3,1,0,173587,1
4994,15728912,554,France,Female,44,6,92437,1,1,0,126034,0
4995,15585580,796,Germany,Female,52,9,167194,1,1,1,62809,1
4996,15583480,807,France,Female,36,4,0,2,0,1,147007,0
4997,15620341,500,Germany,Male,44,9,160838,2,1,0,196262,0
4998,15613886,722,Spain,Male,43,1,0,1,1,0,44560,1
4999,15792916,559,Spain,Female,40,7,144471,1,1,1,18918,0
5000,15710408,584,Spain,Female,38,3,0,2,1,1,4525,0
5001,15598695,834,Germany,Female,68,9,130169,2,0,1,93112,0
5002,15649354,754,Spain,Male,35,4,0,2,1,1,9658,0
5003,15737556,590,France,Male,43,7,81077,2,1,1,182627,1
5004,15671610,740,France,Male,36,7,0,1,1,1,13177,0
5005,15625092,502,Germany,Female,57,3,101465,1,1,0,43568,1
5006,15741032,733,France,Male,48,5,0,1,0,1,117831,0
5007,15750014,755,Germany,Female,37,0,113865,2,1,1,117396,0
5008,15784761,554,Spain,Female,46,7,87603,3,0,1,96929,1
5009,15768359,534,France,Male,36,4,120038,1,1,0,36276,0
5010,15805769,656,Spain,Male,33,4,0,2,1,0,116706,0
5011,15719508,575,Germany,Male,49,7,121205,4,1,1,168081,1
5012,15609011,480,Spain,Male,47,8,75408,1,1,0,25888,1
5013,15703106,575,France,Male,40,5,0,2,1,1,122489,0
5014,15626795,672,France,Female,40,3,0,1,1,0,113172,1
5015,15773731,758,Spain,Female,35,5,0,2,0,0,100366,0
5016,15756196,682,France,Male,50,6,121819,2,0,1,124151,0
5017,15687903,501,France,Female,29,8,0,2,1,0,112664,0
5018,15777599,746,Germany,Male,34,6,141806,2,1,1,183495,0
5019,15754577,556,France,Female,51,8,61354,1,1,0,198811,1
5020,15584113,823,Germany,Female,53,4,124955,1,0,1,131260,1
5021,15669589,491,Germany,Female,68,1,95039,1,0,1,116471,1
5022,15632793,638,France,Female,29,9,103418,1,1,1,15336,0
5023,15711130,734,France,Male,45,2,0,2,1,0,99593,0
5024,15615254,555,France,Male,40,10,43029,1,1,0,170514,0
5025,15720583,745,Germany,Female,44,0,119638,1,1,1,34265,1
5026,15780432,728,France,Male,37,3,122690,2,0,0,106978,1
5027,15673223,626,France,Male,44,10,0,2,0,0,164288,0
5028,15807989,681,Germany,Male,37,8,73179,2,1,1,25293,0
5029,15761168,478,France,Female,38,4,171914,1,1,0,51821,1
5030,15651272,709,France,Male,38,5,0,2,1,1,81452,0
5031,15812832,562,Germany,Male,33,8,92659,2,1,0,1354,0
5032,15680517,769,Germany,Female,34,7,137239,1,1,1,71380,1
5033,15750569,684,Germany,Female,46,3,102955,2,1,0,154137,0
5034,15690743,536,France,Female,61,8,65190,1,1,1,64308,1
5035,15627741,631,Germany,Female,29,2,96864,2,1,1,31613,0
5036,15712121,657,Spain,Male,34,5,154984,1,1,0,27738,0
5037,15805429,699,Germany,Male,59,3,106820,1,0,1,163570,0
5038,15814923,606,Spain,Male,38,7,128579,1,1,1,193879,0
5039,15589230,612,France,Female,63,2,126473,1,0,1,147546,0
5040,15775490,660,France,Female,38,5,110571,2,1,0,195907,0
5041,15749727,829,Spain,Male,50,7,0,2,0,1,178459,0
5042,15619238,567,Spain,Male,29,8,0,2,1,0,156126,0
5043,15593468,850,France,Female,33,3,0,2,1,1,11159,0
5044,15718454,712,Spain,Female,44,2,0,2,0,0,45739,0
5045,15789498,562,France,Male,30,3,111100,2,0,0,140650,0
5046,15744691,755,France,Female,29,3,0,3,1,0,4734,0
5047,15708289,793,Spain,Male,25,3,100914,1,0,0,10580,0
5048,15790412,471,Spain,Male,26,8,0,2,1,1,179656,0
5049,15741416,707,France,Male,42,2,16894,1,1,1,77503,0
5050,15598894,784,Spain,Male,38,10,122268,1,0,0,145760,0
5051,15663294,703,France,Male,32,1,125686,1,1,1,56247,0
5052,15572728,704,Spain,Male,36,8,127397,1,1,0,151335,0
5053,15706729,662,France,Male,38,0,105272,1,0,1,179833,0
5054,15674433,636,Germany,Female,28,2,115265,1,0,0,191628,0
5055,15641170,640,Spain,Male,36,4,0,1,0,0,173016,0
5056,15806284,739,Spain,Male,31,1,0,2,1,1,58470,0
5057,15690958,767,Germany,Male,23,2,139543,1,0,1,28038,0
5058,15606386,753,Germany,Female,46,3,111513,3,1,0,159577,1
5059,15682322,714,France,Male,37,9,148467,2,0,1,151281,0
5060,15579915,707,France,Male,29,4,0,2,1,0,139954,0
5061,15681928,577,France,Female,35,4,108155,1,1,0,105408,0
5062,15734005,633,France,Female,42,1,0,2,1,0,56866,0
5063,15650432,849,Germany,Male,41,10,84622,1,1,1,198072,0
5064,15592578,614,Spain,Female,41,7,146998,2,0,0,137791,0
5065,15671243,558,France,Female,47,9,0,2,1,0,103787,0
5066,15775709,832,France,Female,27,10,98590,1,1,0,30913,0
5067,15702631,567,France,Female,26,2,0,2,1,1,78652,0
5068,15602282,587,Germany,Female,45,8,134981,1,1,1,123310,1
5069,15717879,712,Spain,Female,79,5,108079,1,1,1,174119,0
5070,15740878,655,Spain,Female,29,9,0,2,0,1,85736,0
5071,15794468,641,France,Female,42,6,0,2,0,0,121139,0
5072,15773277,676,France,Male,35,5,106837,2,1,0,84200,0
5073,15572657,472,France,Male,29,8,102490,1,0,1,181225,0
5074,15800295,644,Germany,Male,34,9,112747,2,0,0,141230,0
5075,15672397,598,France,Male,38,0,125488,1,0,0,158112,0
5076,15684921,792,Spain,Male,25,8,142862,1,1,1,130639,0
5077,15720676,700,France,Female,37,7,0,2,1,0,17041,0
5078,15731829,616,France,Male,34,10,0,2,1,0,25662,0
5079,15732672,743,Spain,Male,35,6,79388,1,1,1,193361,0
5080,15692406,427,France,Male,37,5,0,2,1,1,121485,0
5081,15764405,731,France,Male,29,10,0,2,1,1,162453,0
5082,15757537,610,France,Female,31,6,107785,1,1,1,141138,0
5083,15793307,724,Spain,Female,41,4,142880,3,0,0,185541,1
5084,15660679,653,Spain,Female,38,9,149572,1,1,0,118383,0
5085,15666856,774,France,Male,49,1,142767,1,1,1,8214,0
5086,15687372,547,Germany,Male,49,8,121538,2,1,0,46521,1
5087,15667289,719,Spain,Male,50,2,0,2,0,0,10772,0
5088,15624641,740,Spain,Male,43,9,0,1,1,0,199291,1
5089,15734610,543,France,Male,42,4,89839,3,1,0,85984,1
5090,15631882,688,Germany,Male,45,9,103400,1,0,0,129871,0
5091,15642709,474,France,Female,30,9,0,2,0,0,63158,0
5092,15811026,505,Germany,Male,43,5,136856,2,1,0,171071,0
5093,15596303,688,France,Female,39,0,0,2,1,0,53222,1
5094,15787255,650,Germany,Female,55,2,140891,3,1,1,179834,1
5095,15617166,610,France,Male,37,0,0,1,1,0,114515,0
5096,15742442,705,Spain,Female,46,5,89365,1,0,1,139162,0
5097,15758692,669,France,Female,29,7,146011,1,0,0,50249,0
5098,15568238,650,Spain,Male,20,8,0,2,1,1,113470,0
5099,15730353,550,Germany,Male,29,9,145294,2,1,0,147484,0
5100,15731555,595,Germany,Female,45,9,106000,1,0,0,191449,1
5101,15582404,572,Spain,Female,26,5,0,2,1,0,119381,0
5102,15721462,622,Spain,Female,58,2,0,2,1,1,33277,0
5103,15632899,662,Spain,Male,20,9,104509,2,0,0,73108,0
5104,15808526,783,Germany,Female,58,3,127539,1,1,1,96590,1
5105,15694349,714,Spain,Male,44,7,0,1,0,1,6923,0
5106,15718465,671,Germany,Male,51,3,96891,1,1,0,176403,1
5107,15682995,600,France,Female,32,1,78535,1,1,0,64350,0
5108,15584776,847,Spain,Female,37,9,112712,1,1,0,116097,0
5109,15777772,650,Spain,Male,55,9,119618,1,1,1,29861,0
5110,15576156,710,Spain,Female,28,6,0,1,1,0,48427,0
5111,15646756,682,France,Female,33,8,74964,1,1,1,32771,0
5112,15742886,642,France,Male,26,1,138024,2,0,1,117060,0
5113,15586135,536,Spain,Female,28,4,0,1,1,1,136198,0
5114,15616152,754,France,Female,47,1,185514,1,1,0,27439,0
5115,15721460,678,France,Male,60,8,185649,1,0,0,192157,1
5116,15727317,533,Germany,Female,49,1,102287,3,1,0,69409,1
5117,15649536,741,Germany,Male,38,4,128016,1,1,0,58440,0
5118,15754929,757,France,Male,31,10,39539,2,0,0,192519,0
5119,15572051,721,France,Male,40,3,0,1,1,1,144875,0
5120,15668142,700,France,Male,37,3,77608,2,1,1,175373,0
5121,15701176,663,France,Male,26,5,141462,1,1,0,440,0
5122,15708422,677,Spain,Female,35,0,0,2,0,0,76637,0
5123,15655632,655,France,Male,27,2,131691,1,1,0,49481,0
5124,15744606,832,Spain,Male,29,8,93834,1,0,1,10418,0
5125,15612140,721,Spain,Female,46,7,137933,1,1,1,67977,0
5126,15656086,542,Spain,Male,54,8,105770,1,0,1,140930,1
5127,15655298,654,Spain,Female,54,5,0,2,0,1,47139,0
5128,15644796,821,Spain,Female,38,8,0,2,0,1,126241,1
5129,15726250,508,France,Female,38,3,166329,2,0,1,22614,0
5130,15764432,588,Germany,Female,42,2,164308,1,1,0,48498,0
5131,15631721,691,Germany,Male,38,9,163966,2,0,1,103511,0
5132,15707479,664,France,Male,40,7,125609,1,1,0,122073,0
5133,15579826,439,France,Female,66,9,0,1,1,0,65536,0
5134,15668104,479,Spain,Male,37,6,118434,1,0,1,160061,0
5135,15641604,850,France,Female,55,10,98488,1,1,0,155880,1
5136,15587240,518,France,Male,40,4,0,2,0,1,194417,0
5137,15680767,717,Germany,Female,64,10,98362,2,1,1,21630,0
5138,15601594,698,France,Female,51,6,144238,4,1,0,157144,1
5139,15589969,850,France,Male,34,6,0,1,0,1,52796,0
5140,15703728,700,Spain,Male,47,4,0,1,1,0,121799,1
5141,15617790,626,France,Female,29,4,105767,2,0,0,41105,0
5142,15662500,774,Spain,Male,32,9,0,2,1,0,10604,0
5143,15778526,719,Spain,Female,48,5,0,2,0,0,78564,0
5144,15670584,646,Spain,Male,31,2,0,1,1,1,170821,1
5145,15748069,485,France,Female,25,3,134467,1,1,1,113266,0
5146,15680597,784,Germany,Male,38,1,138515,1,1,1,171769,0
5147,15628992,850,Germany,Male,32,2,128648,2,0,0,54416,0
5148,15719624,669,France,Female,38,9,121859,1,1,0,130755,0
5149,15812767,731,Spain,Male,70,3,0,2,1,1,141181,0
5150,15689201,721,France,Female,49,1,120109,1,0,1,183422,0
5151,15614716,515,France,Female,37,0,196854,1,1,1,132770,0
5152,15683618,774,France,Female,35,3,121419,1,1,1,24400,0
5153,15799631,585,Spain,Male,36,10,0,2,1,1,180319,0
5154,15692259,695,France,Female,29,9,0,2,1,0,111565,0
5155,15590966,729,Germany,Female,42,4,97496,2,0,0,2003,0
5156,15656426,713,France,Female,42,3,0,2,0,0,82565,0
5157,15675256,555,Spain,Male,33,5,127343,1,0,1,121789,0
5158,15751185,699,Spain,Female,50,0,158634,1,1,0,193786,0
5159,15789582,587,France,Male,55,9,0,1,1,0,64593,0
5160,15651103,762,Spain,Female,69,9,183745,1,1,1,196994,0
5161,15672299,510,France,Male,44,6,0,2,1,1,175518,0
5162,15772250,842,Spain,Male,46,9,0,1,0,0,17268,0
5163,15763922,608,France,Male,31,7,79963,2,1,0,60902,0
5164,15633870,850,France,Female,36,10,0,2,1,1,100750,0
5165,15624323,642,France,Male,36,4,0,2,1,1,195225,0
5166,15688612,850,France,Male,33,7,140957,1,0,0,3510,0
5167,15694644,455,Spain,Female,43,6,0,1,1,1,81251,0
5168,15587174,726,France,Male,29,7,0,2,1,1,91844,1
5169,15579559,544,Spain,Male,30,8,145242,1,1,1,80677,0
5170,15775430,651,Germany,Male,31,7,138008,2,1,0,129913,0
5171,15623695,814,France,Female,31,4,0,2,1,1,142029,0
5172,15760849,537,France,Male,39,2,0,2,1,1,137652,0
5173,15813095,553,France,Male,37,2,0,2,1,0,33877,0
5174,15705281,800,Spain,Male,38,9,0,1,1,0,78744,0
5175,15812594,791,France,Male,34,7,0,2,1,0,96734,0
5176,15626322,699,Spain,Female,29,9,127571,2,1,0,164757,0
5177,15723105,756,France,Female,28,6,0,1,1,1,164395,0
5178,15588449,591,Spain,Female,27,5,107813,1,0,1,162502,1
5179,15794849,850,Germany,Male,22,7,91561,2,0,0,10541,0
5180,15620000,760,Germany,Male,34,6,121304,2,1,1,59325,0
5181,15799720,569,Spain,Male,43,8,161547,2,0,1,178187,0
5182,15711287,661,Spain,Female,35,5,128415,1,1,0,142626,0
5183,15613102,670,France,Female,31,2,57530,1,1,1,181893,1
5184,15621440,694,France,Male,38,1,0,2,0,1,156858,0
5185,15677146,728,France,Female,28,4,142244,2,1,0,33075,0
5186,15801169,764,Germany,Female,39,9,138342,1,1,0,50073,1
5187,15722425,639,France,Male,32,9,0,2,1,0,111340,0
5188,15682421,683,France,Female,30,2,0,2,0,1,100497,1
5189,15691910,663,Spain,Male,30,4,0,3,1,0,101371,0
5190,15721779,826,Spain,Male,41,5,146466,2,0,0,180935,0
5191,15579548,735,Spain,Male,36,5,0,2,1,0,105152,0
5192,15681075,682,France,Female,58,1,0,1,1,1,707,0
5193,15607884,663,France,Female,39,8,0,2,1,1,101169,0
5194,15767757,562,Spain,Female,29,9,120308,1,1,1,6796,0
5195,15791550,696,France,Male,27,4,87637,2,0,0,196111,0
5196,15658589,850,Spain,Male,38,2,94652,1,1,1,171961,0
5197,15670822,719,France,Female,22,7,114416,1,1,1,177497,0
5198,15629744,804,France,Female,71,8,0,2,0,1,147996,0
5199,15660768,604,France,Male,40,1,84315,1,0,0,36209,0
5200,15726310,782,Spain,Female,27,3,0,2,1,0,143614,0
5201,15641298,512,Germany,Male,42,9,93956,2,1,0,14829,0
5202,15625675,569,France,Male,36,1,67088,1,1,0,154776,0
5203,15713354,597,Germany,Female,22,6,101529,1,1,0,70529,1
5204,15633866,753,Germany,Male,30,1,110825,1,1,1,57896,0
5205,15704231,430,France,Female,33,8,0,1,1,1,69760,0
5206,15735400,756,France,Male,28,8,179960,1,1,0,89938,0
5207,15632826,493,France,Male,38,3,134007,1,1,0,89578,0
5208,15751022,777,Germany,Female,37,10,121532,2,1,1,73465,0
5209,15664737,779,Spain,Female,38,7,0,2,1,1,138543,0
5210,15681126,702,Spain,Female,38,2,0,1,1,1,161889,0
5211,15738954,551,France,Male,35,7,129717,2,0,0,86937,0
5212,15662263,749,Germany,Male,22,4,94762,2,1,1,42242,0
5213,15621611,742,Germany,Male,55,5,155196,1,0,1,121208,1
5214,15783752,752,Germany,Male,29,4,129515,1,1,1,102930,0
5215,15709474,740,Germany,Female,57,3,113386,2,1,1,65122,1
5216,15701280,576,France,Male,24,3,0,1,0,1,78498,1
5217,15671104,637,Spain,Male,43,3,172196,1,1,1,104770,0
5218,15796434,724,France,Male,28,5,97612,1,1,1,96498,0
5219,15781505,685,France,Male,20,4,104720,2,1,0,38691,0
5220,15625819,625,France,Female,38,7,0,1,1,0,164804,0
5221,15753174,571,Germany,Male,37,9,139593,3,1,0,104153,1
5222,15654067,584,Spain,Female,29,4,0,2,1,0,88867,0
5223,15724719,550,France,Female,22,7,139097,1,1,0,129891,0
5224,15624695,662,Spain,Female,72,7,140302,1,0,1,179259,0
5225,15718216,803,Spain,Male,43,3,0,1,1,0,72051,0
5226,15586300,615,France,Male,66,7,0,2,1,1,74581,0
5227,15783349,481,Spain,Male,39,1,111233,1,1,1,123995,0
5228,15725767,701,France,Male,23,3,0,2,1,0,38961,0
5229,15791925,751,France,Male,29,10,147738,1,0,1,94951,0
5230,15793585,675,France,Male,35,8,0,2,1,1,56643,0
5231,15576641,733,Germany,Male,40,5,125725,2,1,1,50783,0
5232,15749519,822,France,Male,38,6,128290,3,1,0,9150,1
5233,15684960,559,France,Female,46,5,0,1,1,0,21006,1
5234,15591286,731,Germany,Female,49,4,88826,1,1,1,33759,1
5235,15668323,678,France,Female,41,1,143444,1,1,0,196622,1
5236,15608528,645,France,Female,68,9,0,4,1,1,176354,1
5237,15645184,701,France,Male,29,2,0,2,1,0,176944,0
5238,15702566,554,Spain,Male,26,8,149134,1,1,1,177966,0
5239,15660840,723,France,Male,30,3,124120,1,1,0,162198,0
5240,15750811,766,Germany,Male,44,3,116823,1,0,0,197643,0
5241,15733842,597,France,Female,24,1,103219,1,1,0,60420,0
5242,15581526,574,France,Male,41,1,0,2,0,0,70550,0
5243,15662751,655,Germany,Female,40,0,81955,1,1,1,198798,1
5244,15684319,780,Germany,Female,37,10,95196,1,1,0,126310,1
5245,15702190,672,Spain,Male,43,5,0,2,1,1,64516,0
5246,15588517,717,France,Male,38,7,0,2,1,1,158580,0
5247,15801863,521,France,Female,32,2,136555,2,1,1,129353,0
5248,15584271,633,France,Male,59,5,0,1,1,1,137274,0
5249,15700366,669,France,Male,39,3,119452,1,1,1,171576,0
5250,15804038,740,France,Male,44,9,0,1,0,1,96528,1
5251,15720820,462,Germany,Female,24,9,69881,2,0,1,64421,0
5252,15743759,619,France,Male,39,5,0,2,1,1,158445,0
5253,15749947,665,France,Female,44,7,0,2,1,1,66549,0
5254,15670496,655,Spain,Female,27,9,0,2,0,0,108008,0
5255,15746664,463,Spain,Male,20,8,204223,1,1,0,128268,0
5256,15745533,799,France,Female,63,1,110314,2,1,0,37464,1
5257,15761497,713,Spain,Female,48,1,163761,1,0,0,157381,1
5258,15628600,807,Germany,Female,31,1,141069,3,1,1,194257,0
5259,15627002,728,France,Male,38,1,115935,1,1,1,139059,0
5260,15614635,582,France,Male,52,2,151458,1,0,1,40894,0
5261,15731281,704,Germany,Female,35,3,154206,2,1,1,40261,0
5262,15814022,714,France,Female,26,9,89929,1,1,0,46203,0
5263,15659194,628,France,Male,30,8,89182,1,1,1,13127,0
5264,15745030,809,Germany,Male,41,1,79706,2,1,0,165675,0
5265,15691817,547,Spain,Female,44,5,0,3,0,0,5459,1
5266,15707488,560,France,Female,27,5,0,2,1,0,131919,0
5267,15784700,811,France,Male,31,7,117799,1,1,1,182372,0
5268,15710397,584,France,Male,26,4,0,2,1,0,147601,0
5269,15687648,691,France,Male,28,1,0,2,0,0,92865,0
5270,15732281,680,Germany,Male,34,6,146422,1,1,0,67143,1
5271,15607230,588,Germany,Male,33,9,150186,2,1,1,65611,0
5272,15567630,721,Germany,Male,40,6,100276,1,1,0,138564,1
5273,15587507,850,France,Male,47,6,0,1,1,0,187391,1
5274,15733904,529,France,Male,32,9,147494,1,1,0,33656,0
5275,15709511,622,France,Male,43,8,0,2,1,0,100618,0
5276,15579616,683,France,Female,42,8,0,2,0,1,198135,0
5277,15694852,575,France,Male,29,4,121823,2,1,1,50369,0
5278,15589924,577,Spain,Female,40,1,0,2,1,1,108787,0
5279,15799300,510,Germany,Male,31,0,113689,1,1,0,33099,1
5280,15731330,652,Spain,Female,40,7,100471,1,1,1,124551,0
5281,15694129,569,Germany,Female,28,3,100033,1,1,0,5159,1
5282,15620372,687,Spain,Male,31,3,0,2,0,0,48228,0
5283,15744622,822,France,Male,32,8,116358,1,1,0,108798,0
5284,15799815,656,Germany,Female,23,4,163550,1,0,1,21085,0
5285,15759250,745,Germany,Male,51,3,99184,1,1,1,28922,0
5286,15732643,386,Spain,Female,53,1,131955,1,1,1,62515,1
5287,15690540,684,Spain,Female,41,1,134177,1,0,0,177507,0
5288,15803078,635,Spain,Female,38,1,0,2,1,0,90605,0
5289,15652180,582,France,Male,30,2,0,2,1,1,132030,0
5290,15741195,613,Spain,Male,19,5,0,1,1,1,176903,0
5291,15743490,795,Germany,Female,56,9,94349,1,1,0,29239,1
5292,15575510,659,France,Female,32,2,155584,1,0,1,153663,0
5293,15732610,745,France,Female,28,6,0,2,1,0,154389,0
5294,15602909,604,Spain,Female,41,10,0,2,1,1,166224,0
5295,15734058,509,Germany,Male,32,9,170661,1,1,1,21646,0
5296,15801788,706,Germany,Female,29,6,185544,1,1,0,171038,0
5297,15702462,619,Spain,Female,44,6,52831,1,1,1,112649,1
5298,15683416,572,Germany,Male,51,8,97750,3,1,1,193014,1
5299,15794187,695,France,Male,36,6,114008,2,1,0,118121,0
5300,15792989,543,France,Female,71,1,104309,1,1,1,25650,0
5301,15613734,640,France,Female,33,6,84719,2,1,1,113049,0
5302,15606177,672,France,Male,39,2,0,2,1,0,87372,0
5303,15636700,701,France,Male,39,9,140237,1,0,1,146652,0
5304,15645766,634,Spain,Male,25,9,0,2,1,1,8228,0
5305,15671345,531,Spain,Female,42,6,75303,2,0,0,57034,0
5306,15652469,699,France,Male,27,1,0,2,1,0,93003,0
5307,15749638,605,France,Female,51,9,104761,1,1,1,165575,1
5308,15728706,534,France,Female,49,7,0,1,1,0,13566,1
5309,15735439,449,Spain,Female,31,1,113693,1,0,0,82796,0
